Vector,Labels
"[-8.14630687e-02 -3.60285155e-02 -2.66325902e-02  7.57438019e-02
 -1.88175946e-01  4.92800996e-02 -6.92856908e-02  5.84559403e-02
 -1.37908369e-01  1.89385973e-02 -4.72318605e-02  1.04568183e-01
 -1.46878034e-01 -1.34685161e-02 -1.47234257e-02  1.29577219e-02
 -2.92023048e-02 -1.58949681e-02  1.69312596e-01  1.38289139e-01
 -7.29920119e-02 -1.14491776e-01  4.36235704e-02 -2.36329180e-03
  4.30773497e-02  5.65339252e-03 -5.70283122e-02  5.04775159e-02
 -1.70434564e-01  5.49607687e-02  2.35963118e-04 -5.52380346e-02
 -1.55943826e-01 -1.69390738e-01 -9.43127424e-02  1.63143612e-02
 -5.71705103e-02  1.18291855e-01 -5.45303710e-03  9.80973430e-03
  5.90707771e-02 -9.62248296e-02 -4.69487235e-02  1.19634308e-01
 -4.16677035e-02 -5.26740998e-02 -1.19079582e-01 -7.88115934e-02
 -1.14228334e-02  1.54462606e-01 -1.86596029e-02 -6.64748028e-02
  2.35133246e-02  1.51112897e-03 -9.62555185e-02  6.40918687e-02
  4.78561632e-02 -6.97048008e-02  5.01766354e-02 -1.18370680e-02
 -2.15049967e-01 -6.31998926e-02 -1.22582642e-02  2.23264657e-02
  7.42186978e-02 -8.00329261e-03 -1.34747490e-01  1.18294716e-01
  7.85318166e-02 -4.03423980e-02 -8.36386010e-02  3.38933105e-03
  1.17314443e-01 -1.18772229e-02 -5.14793471e-02  1.21600688e-01
  6.96282610e-02  2.25413032e-02 -2.86143627e-02  1.00362919e-01
  2.83707082e-02 -1.44919589e-01  1.54325403e-02  3.05210631e-02
 -6.54732287e-02 -2.64048087e-03  9.70748439e-02  6.77906349e-02
 -9.22106579e-02  1.50622623e-02  4.94065732e-02  4.74033803e-02
 -7.03128800e-02  1.75446048e-01 -1.52512386e-01  5.96592464e-02
  3.69401276e-02 -9.41036791e-02 -6.44157976e-02 -1.06191300e-01
  1.88794836e-01 -6.21454418e-03 -1.35198515e-02 -6.47639334e-02
  1.24650605e-01  6.91477507e-02 -3.17093372e-01  2.13356186e-02
 -1.96141414e-02  1.06452368e-01 -5.38458526e-02 -2.99756508e-02
  9.92583558e-02 -2.80441605e-02  2.59850532e-01  5.19067012e-02
  8.30699503e-02 -1.23429736e-02 -9.61375013e-02 -2.37055663e-02
  8.42970982e-02 -2.41982546e-02 -6.43342584e-02 -5.43390661e-02
 -3.42476973e-03 -3.94184366e-02  2.05236319e-02  3.65379937e-02]",1
"[-0.07729246 -0.0358799  -0.02720119  0.07533709 -0.1843259   0.05254402
 -0.06605549  0.05615063 -0.13605224  0.01808597 -0.05064378  0.09255194
 -0.15149266 -0.01992486 -0.00251744  0.01023073 -0.02853939 -0.02681947
  0.1645757   0.14046247 -0.07168345 -0.11636111  0.04919828 -0.02013144
  0.03327624  0.01120691 -0.06389581  0.05286235 -0.16325265  0.05043574
 -0.00263856 -0.05789038 -0.15105198 -0.17325602 -0.09154655  0.01449793
 -0.05069421  0.11103266 -0.01433339  0.01677291  0.0616278  -0.08847826
 -0.0434319   0.12268593 -0.03537105 -0.05326056 -0.12646154 -0.08166097
 -0.01914284  0.15991977 -0.01905034 -0.06564751  0.02005116 -0.00419733
 -0.09302525  0.07183291  0.04341926 -0.0752662   0.04396548 -0.00590735
 -0.21694945 -0.0733334  -0.00874799  0.02275704  0.07585477 -0.00993003
 -0.13821696  0.11553276  0.0872889  -0.04016183 -0.08228221  0.00853864
  0.11517628 -0.01657309 -0.05077562  0.12617113  0.07931343  0.01733199
 -0.02751826  0.09865652  0.02200722 -0.14362359  0.00972591  0.03683673
 -0.07311481 -0.00781664  0.09731128  0.06947927 -0.08858489  0.00682897
  0.05279581  0.04965768 -0.07059229  0.17219749 -0.15049246  0.06208247
  0.02924486 -0.09715316 -0.06210072 -0.11001653  0.18730411 -0.00709848
 -0.02272    -0.06454669  0.12686722  0.0742709  -0.31967452  0.01937116
 -0.01196587  0.10447819 -0.06062422 -0.02150605  0.10098056 -0.03310194
  0.2559698   0.04642895  0.08300664 -0.01585314 -0.1013217  -0.01067035
  0.07516862 -0.02386359 -0.05518191 -0.05539768 -0.00635971 -0.04662777
  0.01923642  0.04117448]",1
"[-0.07614958 -0.01452044  0.01044272  0.04146581 -0.18832518  0.02104422
 -0.09095058  0.05059738 -0.11441947  0.05874009 -0.0516139   0.12727053
 -0.12773032  0.04093633 -0.03215018  0.03571545 -0.04117476  0.00656062
  0.15094878  0.13080163 -0.07667591 -0.1508689  -0.00611896  0.00577097
  0.04169879 -0.00574389 -0.01620218  0.05573889 -0.17950664  0.05103346
  0.01891431 -0.05515505 -0.1559271  -0.1600788  -0.10656533  0.00857867
 -0.03758708  0.16068745  0.02287444 -0.00524377  0.07409207 -0.09665445
 -0.06160843  0.09275349 -0.01873159 -0.0582914  -0.1141292  -0.10211116
  0.03229329  0.12056149 -0.029761   -0.07128996  0.04222013  0.01856604
 -0.11576101  0.04646451  0.02331758 -0.0879159   0.08338872 -0.01166937
 -0.1919601  -0.05100996 -0.00893189  0.01795029  0.07051297 -0.04280389
 -0.10833685  0.12185843  0.0828882  -0.02434216 -0.10266925  0.00128285
  0.10975192  0.0236581  -0.03252609  0.11019205  0.05752375 -0.02814081
 -0.02702649  0.11006322  0.04163343 -0.15501748 -0.01308056  0.02433374
 -0.03579113  0.00268767  0.08980633  0.03324273 -0.09178585  0.01714427
  0.04178198  0.0519358  -0.07012545  0.18081233 -0.12707476  0.0436295
  0.05727774 -0.08130114 -0.09267035 -0.12521727  0.20286246 -0.02292468
  0.01522965 -0.06625963  0.10266746  0.06812847 -0.31433085  0.00718341
 -0.04539313  0.09118053 -0.04378964 -0.02902134  0.10157835 -0.03705109
  0.27285987  0.04778084  0.07594413 -0.00416431 -0.09608074 -0.05036609
  0.11140703 -0.02368839 -0.07142176 -0.05245106 -0.05079082 -0.01991553
  0.01691896  0.01784706]",64
"[-0.08334832 -0.03150721 -0.02225242  0.07437228 -0.1912309   0.03575967
 -0.08105005  0.0600265  -0.13235615  0.02369097 -0.0438179   0.12008261
 -0.13489123  0.00354111 -0.03319719  0.0149161  -0.02739943 -0.00101156
  0.17653273  0.13781224 -0.07950875 -0.12325829  0.03489948  0.02249173
  0.05684789 -0.00350079 -0.04914511  0.04567697 -0.16947079  0.05519875
  0.00500534 -0.0467754  -0.16296393 -0.16390328 -0.0973074   0.01475785
 -0.05489936  0.13565034  0.00592559  0.00160476  0.05649902 -0.10883257
 -0.0533026   0.11091696 -0.04595955 -0.0516526  -0.10993703 -0.08339662
 -0.00435228  0.13673063 -0.0182811  -0.06552196  0.02561866  0.01028975
 -0.10346046  0.04488072  0.0514763  -0.0644595   0.06586774 -0.01689515
 -0.21143    -0.0534169  -0.01265995  0.02505868  0.07075356 -0.01192703
 -0.12561515  0.12083887  0.07105497 -0.03715905 -0.07608464 -0.00310237
  0.12538     0.00646911 -0.05465157  0.10952391  0.05551652  0.01648495
 -0.03146964  0.1002947   0.0415964  -0.15054414  0.01838078  0.0198409
 -0.04925837  0.00532365  0.09642161  0.06612013 -0.09753823  0.02681383
  0.05196078  0.04553105 -0.07205057  0.17577258 -0.14437906  0.05981227
  0.05193162 -0.09109678 -0.07150146 -0.10062476  0.19251367 -0.0017343
  0.00390527 -0.06575555  0.12303001  0.06525954 -0.30911422  0.02826938
 -0.0344325   0.10805343 -0.0410309  -0.03921568  0.09720121 -0.0236654
  0.26869956  0.06322793  0.08322946 -0.00791181 -0.09141265 -0.04053812
  0.09610635 -0.02987787 -0.07883114 -0.05171957 -0.00271279 -0.02866294
  0.01517137  0.02499693]",61
"[-0.08029319 -0.01852598 -0.0006937   0.04938914 -0.19072178  0.03992326
 -0.08107705  0.04703121 -0.12299459  0.04789819 -0.05173753  0.11552034
 -0.13632403  0.01729099 -0.02182146  0.02649789 -0.03861815 -0.00493624
  0.15054764  0.12960017 -0.06908108 -0.12904207  0.0079493  -0.00640834
  0.0371604   0.00616516 -0.02804488  0.06223914 -0.17895494  0.05514703
  0.01511974 -0.05668217 -0.15801416 -0.16385488 -0.102982    0.0076271
 -0.04304728  0.14492685  0.01566597  0.00343701  0.07193503 -0.0931743
 -0.05313467  0.10227358 -0.02378946 -0.05451626 -0.11521081 -0.09388169
  0.01631013  0.13988504 -0.03133929 -0.07222082  0.03696266  0.00514419
 -0.10910343  0.05866249  0.02788331 -0.08596858  0.06865488 -0.00632257
 -0.20041649 -0.05861845 -0.01037358  0.00872544  0.07533445 -0.03036772
 -0.12345365  0.12035648  0.08149981 -0.02879756 -0.10296345  0.00706978
  0.10695682 -0.00101341 -0.03732695  0.12358657  0.06480252 -0.00826396
 -0.02542856  0.10827343  0.0339929  -0.1516912  -0.00216281  0.03029464
 -0.05054437 -0.00524984  0.0941428   0.04664756 -0.08988415  0.00762694
  0.03947445  0.04696399 -0.06945691  0.18551333 -0.1402408   0.04689582
  0.04808972 -0.08607736 -0.08225618 -0.11664925  0.20265858 -0.02341689
 -0.00117573 -0.06865096  0.11007572  0.06935935 -0.32198483  0.00778813
 -0.03103135  0.09315663 -0.05043467 -0.02482521  0.101133   -0.03335253
  0.27097213  0.04412264  0.07784644 -0.00806256 -0.09869868 -0.03730652
  0.09880475 -0.02158339 -0.06146156 -0.05884155 -0.0336921  -0.03108594
  0.02044734  0.02869696]",60
"[-0.08021767 -0.03964884 -0.01627412  0.07691119 -0.18984921  0.04677857
 -0.06328709  0.05432647 -0.13927962  0.02331348 -0.05066912  0.10675654
 -0.13910578 -0.01097164 -0.02464847  0.02170755 -0.02928279 -0.0154545
  0.17020285  0.136913   -0.07967289 -0.11286297  0.04637269  0.00645218
  0.0379989  -0.00246579 -0.04728524  0.05728536 -0.18119349  0.05259487
 -0.00829652 -0.05154762 -0.15645349 -0.16973211 -0.1010032   0.02523009
 -0.05812192  0.12781134  0.00453897  0.00279791  0.06606581 -0.09646221
 -0.05883144  0.1104305  -0.03726174 -0.04444788 -0.11281677 -0.08409848
 -0.00525753  0.15599093 -0.0201037  -0.0644851   0.02668288  0.00952503
 -0.10074315  0.05919752  0.04194669 -0.05896149  0.05373023 -0.01573088
 -0.21327855 -0.06182382 -0.01103901  0.01380979  0.08377223 -0.00415773
 -0.12593105  0.12289425  0.07065025 -0.04269505 -0.09081713 -0.0015175
  0.11707283 -0.01195489 -0.05822628  0.11392152  0.06705372  0.01964192
 -0.02707896  0.1011583   0.02048461 -0.1517584   0.0138497   0.02321284
 -0.05724298 -0.00371537  0.09962579  0.05866326 -0.10044365  0.02189535
  0.04455184  0.04612441 -0.07648688  0.1797123  -0.1486636   0.05614199
  0.03068809 -0.08905791 -0.07097026 -0.10822747  0.19081472 -0.00892519
 -0.01085929 -0.0632928   0.12175448  0.05563885 -0.3177435   0.0167166
 -0.02896523  0.10811156 -0.05788989 -0.0285311   0.09155505 -0.0263833
  0.25863585  0.05142888  0.07139043 -0.00179678 -0.09748786 -0.03564483
  0.08737706 -0.0248086  -0.06903143 -0.04906667  0.00258972 -0.03955944
  0.01851679  0.03313819]",9
"[-8.09816495e-02 -9.70242079e-03  6.76076161e-04  4.51120175e-02
 -1.91728234e-01  3.84419225e-02 -8.94581303e-02  4.13920507e-02
 -1.15353324e-01  5.17948717e-02 -5.13627306e-02  1.15461081e-01
 -1.30948797e-01  2.20759213e-02 -2.37310696e-02  2.07094774e-02
 -3.62468585e-02 -3.44900088e-03  1.47958815e-01  1.27633184e-01
 -6.70119748e-02 -1.29515126e-01  2.53391964e-03 -6.58486271e-03
  4.00133133e-02  1.17040901e-02 -2.83168852e-02  6.50603995e-02
 -1.68698326e-01  5.41627370e-02  2.15366781e-02 -5.11179492e-02
 -1.62953958e-01 -1.61482811e-01 -1.01460375e-01 -1.71855197e-03
 -3.29843275e-02  1.51725993e-01  1.86130852e-02  6.96782069e-03
  7.14185387e-02 -9.67822447e-02 -4.95527238e-02  9.85923186e-02
 -2.21696645e-02 -5.33376634e-02 -1.12293340e-01 -9.90079865e-02
  1.13226455e-02  1.32813752e-01 -3.56187746e-02 -7.26766959e-02
  3.48886177e-02 -1.00194430e-03 -1.11766092e-01  5.13831042e-02
  2.67670695e-02 -9.07735676e-02  7.47370198e-02  2.31970291e-04
 -1.99576825e-01 -6.15684465e-02 -7.97198061e-03  3.79994907e-03
  7.39568397e-02 -3.51879075e-02 -1.25473246e-01  1.18384153e-01
  8.27832147e-02 -2.39400603e-02 -9.56028178e-02  1.10006854e-02
  1.09267980e-01  1.52186083e-03 -3.82467434e-02  1.25325158e-01
  6.18120022e-02 -1.44540668e-02 -2.59866696e-02  1.06617786e-01
  4.14907895e-02 -1.54399380e-01 -9.20539431e-04  2.97116693e-02
 -4.69712988e-02 -7.19789555e-03  9.49340239e-02  5.24276569e-02
 -8.81519243e-02  2.57770927e-03  4.26743254e-02  4.32229638e-02
 -6.93162903e-02  1.87024131e-01 -1.34645179e-01  4.90947068e-02
  5.63438982e-02 -8.76877084e-02 -8.39466602e-02 -1.09220415e-01
  2.08143473e-01 -2.32869796e-02  1.43608730e-03 -7.26387650e-02
  1.11995541e-01  7.39402324e-02 -3.20265174e-01  1.20616714e-02
 -3.14778797e-02  8.98943618e-02 -4.43435945e-02 -2.30430942e-02
  1.02035232e-01 -3.22093330e-02  2.78785735e-01  4.74213921e-02
  8.04638341e-02 -1.05238734e-02 -1.00180931e-01 -3.55250984e-02
  9.73924473e-02 -2.57449392e-02 -6.01432957e-02 -6.38457611e-02
 -3.30570452e-02 -3.10881883e-02  1.54370125e-02  2.57932264e-02]",57
"[-0.08590655 -0.02871568 -0.02637428  0.07344333 -0.19223203  0.04740473
 -0.07814682  0.05463714 -0.1333384   0.02150678 -0.04394822  0.11277982
 -0.13863818 -0.00691667 -0.02563853  0.00862581 -0.02694535 -0.00690854
  0.17087333  0.13433382 -0.07138017 -0.11018732  0.03629552  0.01126245
  0.05331627  0.00737061 -0.05316216  0.05176202 -0.16647328  0.05810596
  0.00765554 -0.04767838 -0.1645931  -0.16414341 -0.09458484  0.00932863
 -0.05394518  0.12838615  0.0037608   0.00824974  0.05599944 -0.10557631
 -0.04564199  0.11457541 -0.04617213 -0.05021537 -0.10991899 -0.07996862
 -0.01196812  0.14554667 -0.02228661 -0.06737761  0.02357816 -0.00093961
 -0.10034104  0.0520119   0.05121015 -0.0685201   0.05897497 -0.01019088
 -0.21348803 -0.05833938 -0.01307183  0.01621358  0.07223762 -0.00884434
 -0.13523199  0.11841465  0.07178136 -0.03667564 -0.07747033  0.00323779
  0.12093601 -0.00868417 -0.05392381  0.12046246  0.05944391  0.02394055
 -0.02983316  0.09965289  0.03944414 -0.14793175  0.02297651  0.02510411
 -0.05738502 -0.00105948  0.09807937  0.07346617 -0.0934992   0.01640156
  0.04929116  0.04126751 -0.06993393  0.17968754 -0.15030052  0.0601466
  0.04956938 -0.09346355 -0.06639419 -0.09457069  0.19456089 -0.0050986
 -0.00545731 -0.06872819  0.12545976  0.06876533 -0.31346223  0.02720136
 -0.02473544  0.10538004 -0.04329616 -0.03488549  0.09812769 -0.02206947
  0.26942864  0.05922368  0.08539742 -0.01193245 -0.09329703 -0.03140296
  0.08870585 -0.02818999 -0.06964406 -0.05855728  0.00251768 -0.03481809
  0.01717663  0.0311885 ]",60
"[-8.16240236e-02 -2.82241795e-02 -1.40007306e-02  6.16085939e-02
 -1.89747438e-01  3.51268686e-02 -8.11157003e-02  6.06644414e-02
 -1.30621642e-01  3.46181057e-02 -4.61073443e-02  1.21749148e-01
 -1.40905470e-01  1.32489745e-02 -2.52837054e-02  2.38234103e-02
 -3.59964892e-02  2.78983964e-04  1.65139601e-01  1.35713115e-01
 -7.42703378e-02 -1.32307142e-01  1.84742510e-02  8.57795030e-03
  4.95634153e-02 -2.17201491e-03 -3.84271406e-02  4.71264273e-02
 -1.78359598e-01  5.69252335e-02  1.15421936e-02 -5.73926009e-02
 -1.56961545e-01 -1.64153382e-01 -9.96423662e-02  1.38317635e-02
 -5.52426465e-02  1.36245131e-01  7.24952063e-03  2.00651208e-04
  6.18930236e-02 -9.99429002e-02 -5.26310243e-02  1.10935405e-01
 -3.72588150e-02 -5.92231005e-02 -1.16834670e-01 -8.43443498e-02
  1.27138253e-02  1.37333989e-01 -2.10204814e-02 -6.98513165e-02
  3.36378552e-02  1.23332208e-02 -1.04674675e-01  5.59215732e-02
  4.22220528e-02 -7.77134076e-02  6.59578964e-02 -1.64090618e-02
 -2.04918608e-01 -5.12264334e-02 -1.40671823e-02  2.65076905e-02
  6.80149198e-02 -2.31569316e-02 -1.23271242e-01  1.20754912e-01
  7.87953138e-02 -3.39936018e-02 -9.27163139e-02 -3.31243791e-04
  1.15111999e-01  7.62413209e-03 -4.01499905e-02  1.15816198e-01
  6.07052930e-02  5.01255970e-03 -2.92142779e-02  1.06357731e-01
  3.90338823e-02 -1.47009045e-01  5.37185976e-03  2.71300022e-02
 -5.18704206e-02  4.47298167e-03  9.23407003e-02  5.24011515e-02
 -9.17424113e-02  2.05096845e-02  4.54186536e-02  5.06893732e-02
 -6.78546503e-02  1.77432358e-01 -1.45511344e-01  5.18612638e-02
  5.06475121e-02 -8.82079527e-02 -7.58872405e-02 -1.15469314e-01
  1.93576112e-01 -1.19211776e-02  3.56703484e-03 -6.46769255e-02
  1.14050485e-01  6.99319094e-02 -3.15221637e-01  1.66010689e-02
 -3.24707553e-02  1.01580799e-01 -4.58217338e-02 -3.60316932e-02
  1.02594942e-01 -3.07350941e-02  2.66393006e-01  5.26455678e-02
  8.40182304e-02 -9.99213103e-03 -9.22088102e-02 -3.95812690e-02
  1.01938091e-01 -2.26401966e-02 -7.22032860e-02 -5.28657287e-02
 -2.68681068e-02 -2.59177126e-02  2.21088864e-02  2.74048466e-02]",64
"[-0.08247194 -0.02951853 -0.01495539  0.06921486 -0.19164965  0.05349681
 -0.06813382  0.04565362 -0.13341121  0.02854345 -0.05119614  0.10295073
 -0.13820024 -0.01119573 -0.02016738  0.01559338 -0.02943736 -0.01738503
  0.16125393  0.13201424 -0.07121103 -0.10612967  0.03806276 -0.00391395
  0.03609803  0.00955055 -0.04625539  0.06500168 -0.17433764  0.05455127
  0.00044673 -0.05004643 -0.1607274  -0.16793364 -0.09921923  0.01390695
 -0.04953802  0.12986256  0.00724225  0.00924294  0.06724606 -0.09531253
 -0.05124843  0.10917164 -0.03370974 -0.04387947 -0.11139872 -0.0865555
 -0.00926684  0.1565361  -0.0275628  -0.06742521  0.02620043 -0.00231081
 -0.101771    0.06048132  0.03807716 -0.06858941  0.05466129 -0.00583971
 -0.21223047 -0.06660198 -0.00984489  0.00285821  0.08367169 -0.00873253
 -0.13324317  0.12012375  0.07331631 -0.03756804 -0.09102061  0.00650545
  0.11317001 -0.02026241 -0.05505656  0.12439272  0.06806254  0.01674387
 -0.02570694  0.10128836  0.0243976  -0.15198015  0.01488689  0.02763494
 -0.05977718 -0.01002442  0.10067535  0.06432837 -0.09541063  0.00933454
  0.04291991  0.04107272 -0.07420735  0.1851127  -0.14856249  0.05564606
  0.03568439 -0.09084803 -0.07067481 -0.1016861   0.19777924 -0.01431005
 -0.01475962 -0.06853487  0.12240937  0.0620602  -0.32144803  0.01607525
 -0.02299923  0.10195649 -0.05564544 -0.02344199  0.09389859 -0.02578861
  0.2656574   0.0487263   0.07458506 -0.0063407  -0.10023032 -0.0290553
  0.08337158 -0.02518288 -0.06040213 -0.05822015  0.00084519 -0.04286533
  0.01761898  0.03532891]",7
"[-7.71683827e-02 -1.74199603e-02 -9.77271888e-03  5.95349334e-02
 -1.88281253e-01  2.77236644e-02 -9.22641754e-02  5.28439432e-02
 -1.18136339e-01  3.95310745e-02 -4.97803204e-02  1.13097951e-01
 -1.33680388e-01  1.89628210e-02 -2.42032669e-02  1.55760255e-02
 -3.07028163e-02 -5.88622270e-03  1.62773237e-01  1.38560191e-01
 -7.83817470e-02 -1.42762750e-01  2.04287469e-02  1.22506660e-03
  4.58379574e-02  4.51989472e-03 -4.41793278e-02  5.16430587e-02
 -1.58101559e-01  4.81130816e-02  1.41513599e-02 -4.85400781e-02
 -1.60595119e-01 -1.64657921e-01 -9.78327170e-02  2.33514584e-03
 -3.24414372e-02  1.46512792e-01  4.10860125e-03  8.28231405e-03
  6.39984831e-02 -1.01847798e-01 -5.09368852e-02  1.05496101e-01
 -2.91855484e-02 -5.60219660e-02 -1.19613163e-01 -9.86730158e-02
 -1.54752505e-03  1.27706766e-01 -2.45940164e-02 -6.78078383e-02
  2.65895315e-02  5.25806798e-03 -1.09088987e-01  4.50624935e-02
  3.76579389e-02 -8.37476924e-02  7.38014579e-02 -5.37332287e-03
 -2.07201451e-01 -6.42613024e-02 -6.62536966e-03  2.35371813e-02
  6.91193640e-02 -3.14984359e-02 -1.23233408e-01  1.18705332e-01
  8.72542039e-02 -2.81568170e-02 -7.71787688e-02  5.63778961e-03
  1.22601904e-01  1.67071186e-02 -4.58422154e-02  1.14165351e-01
  6.25684112e-02 -1.26958760e-02 -3.02714184e-02  1.01695158e-01
  4.51056063e-02 -1.55283183e-01  6.38268422e-04  2.72427239e-02
 -4.79577407e-02 -2.18539193e-04  9.48698595e-02  6.02381304e-02
 -9.07918215e-02  1.37265362e-02  5.64668626e-02  4.93192226e-02
 -7.23630488e-02  1.74203604e-01 -1.30469859e-01  5.90298921e-02
  5.56897968e-02 -9.21704620e-02 -7.95412585e-02 -1.10086642e-01
  1.99292675e-01 -8.17163661e-03  4.74515278e-03 -6.90173507e-02
  1.19333841e-01  7.68975616e-02 -3.12690735e-01  2.26516314e-02
 -3.26339900e-02  9.76952687e-02 -4.37482744e-02 -2.75767669e-02
  1.03761531e-01 -3.45341973e-02  2.76168436e-01  5.76524734e-02
  8.37772340e-02 -1.22852735e-02 -9.92254764e-02 -3.09826899e-02
  9.46016535e-02 -3.24908011e-02 -6.97388947e-02 -5.64693958e-02
 -2.65703704e-02 -3.13604623e-02  1.00229625e-02  2.35575177e-02]",3
"[-0.07673092 -0.04359485 -0.0130009   0.08005872 -0.18807669  0.04299438
 -0.05985416  0.05477098 -0.13961793  0.02296644 -0.05319878  0.10404357
 -0.13724327 -0.01123274 -0.02563306  0.02510481 -0.02811309 -0.01892635
  0.17260973  0.13974193 -0.0857188  -0.11749829  0.05288627  0.0069518
  0.03354175 -0.00772694 -0.04775181  0.05749825 -0.18209107  0.04808107
 -0.0155225  -0.05044482 -0.15368737 -0.17208517 -0.10269603  0.03080411
 -0.056694    0.12919314  0.00337376  0.00114309  0.06907664 -0.0948237
 -0.06463206  0.10804898 -0.03405423 -0.04173758 -0.11404446 -0.08795688
 -0.00613608  0.15641627 -0.01805948 -0.06189452  0.02575404  0.01437362
 -0.10129802  0.05786748  0.03947083 -0.05403389  0.05376581 -0.01766301
 -0.2140251  -0.06458078 -0.00872042  0.01555998  0.08765601 -0.00288203
 -0.12096365  0.12424455  0.07107819 -0.0446959  -0.0901356  -0.00404097
  0.11913712 -0.00844124 -0.06249384  0.1079944   0.06923085  0.01539202
 -0.02701101  0.10007333  0.01499934 -0.15461588  0.01026265  0.02088513
 -0.05522394 -0.00364553  0.10041334  0.05492774 -0.10405099  0.02586818
  0.04657585  0.04842477 -0.08020344  0.17725898 -0.14441879  0.05714368
  0.02481288 -0.0883155  -0.07313517 -0.11214215  0.18896    -0.00721157
 -0.01111544 -0.06110175  0.12215832  0.0512263  -0.3167799   0.01597075
 -0.03233856  0.11022423 -0.06181358 -0.02622212  0.08867665 -0.028245
  0.2553135   0.05137518  0.06627662  0.00207719 -0.09954081 -0.03689387
  0.0860213  -0.02616184 -0.07089535 -0.04419101  0.00443201 -0.04119195
  0.01589995  0.03184061]",66
"[-0.07891871 -0.03568402 -0.02854872  0.07288941 -0.18474974  0.05107253
 -0.06831605  0.06020414 -0.13721196  0.01894009 -0.04833222  0.09836072
 -0.15393452 -0.01552689 -0.00323302  0.01205591 -0.03127264 -0.02124305
  0.16454288  0.13984391 -0.06961586 -0.11886194  0.04254235 -0.01708735
  0.03774521  0.00988901 -0.06108818  0.04864788 -0.16689377  0.05374793
  0.00190119 -0.06127782 -0.15060267 -0.17153792 -0.09143311  0.01410967
 -0.05539541  0.11045505 -0.01363188  0.01441558  0.05926296 -0.08949336
 -0.04194769  0.12470891 -0.03813731 -0.05788846 -0.12710597 -0.0778667
 -0.01211923  0.15736333 -0.01790153 -0.06745565  0.02297962 -0.0018506
 -0.0929054   0.07314747  0.04562296 -0.07820076  0.04504843 -0.00894891
 -0.21486592 -0.06745309 -0.01158836  0.02738686  0.07112734 -0.01231035
 -0.13785788  0.11561498  0.08726534 -0.0395556  -0.08545265  0.00725004
  0.11363471 -0.01337329 -0.04517199  0.12687813  0.07694776  0.01873677
 -0.02803567  0.10084037  0.02598127 -0.14053029  0.00940298  0.03775651
 -0.07292192 -0.00432852  0.09496042  0.06698295 -0.08657662  0.00857349
  0.05088035  0.05116139 -0.06739962  0.17187221 -0.15348394  0.05978668
  0.03345169 -0.09619495 -0.06191969 -0.11259921  0.18617128 -0.00788086
 -0.01909225 -0.06388848  0.12403011  0.07645895 -0.31923494  0.01847224
 -0.01249905  0.10398605 -0.05795003 -0.02594253  0.10375886 -0.03319493
  0.25591135  0.04637359  0.08657747 -0.0175941  -0.09801157 -0.01348503
  0.08053083 -0.02144535 -0.0572083  -0.05552821 -0.01320081 -0.04197328
  0.02293043  0.04073903]",1
"[-0.08100504 -0.03565122 -0.02551122  0.07406136 -0.18775754  0.05075482
 -0.06810285  0.05756545 -0.13783142  0.02020893 -0.04810401  0.10282505
 -0.1482439  -0.01401191 -0.01206903  0.01375195 -0.03027096 -0.01753866
  0.16676296  0.13779405 -0.07165293 -0.11427501  0.04246018 -0.0068257
  0.04034117  0.0070698  -0.05622068  0.05193758 -0.17134118  0.05493542
  0.00048297 -0.05692479 -0.15474407 -0.16991194 -0.09442997  0.0160871
 -0.05669964  0.11717533 -0.00594105  0.01063274  0.06039712 -0.09380439
 -0.04636745  0.11991966 -0.03967024 -0.05312461 -0.12045337 -0.07902682
 -0.01038281  0.15634619 -0.0195108  -0.06704668  0.02420334  0.00048981
 -0.0959165   0.06704322  0.04582702 -0.07178045  0.04882457 -0.01075032
 -0.21452625 -0.06438044 -0.01210825  0.02116859  0.07476491 -0.0090123
 -0.1353461   0.11801603  0.08006581 -0.04008482 -0.08641461  0.00465268
  0.11515673 -0.01400469 -0.0497678   0.12367766  0.0716814   0.02130398
 -0.02791421  0.10098808  0.02651537 -0.14434154  0.0135302   0.03233695
 -0.06714556 -0.00404038  0.09687234  0.06634752 -0.09110583  0.01267806
  0.04824053  0.04783468 -0.06989503  0.1759767  -0.15302144  0.0586476
  0.0351679  -0.0939822  -0.06450345 -0.10812417  0.18900178 -0.00819437
 -0.01549452 -0.06476674  0.12375891  0.06982776 -0.31872058  0.01911241
 -0.01797241  0.10524346 -0.0557981  -0.02813429  0.09979235 -0.02924851
  0.25897542  0.04938085  0.08269053 -0.01278921 -0.09703578 -0.0218966
  0.08347355 -0.02295844 -0.06174829 -0.05497354 -0.00599354 -0.04051399
  0.02152777  0.03791237]",1
