Vector,Labels
"[ 0.07857233 -0.03362    -0.06765916  0.12666517 -0.0950124  -0.00564942
 -0.00447779 -0.13250537  0.05074516  0.06590319  0.07426416  0.13728958
  0.0552689  -0.11416967  0.2082593   0.02959729  0.08613194  0.09271204
 -0.11461555  0.01690869 -0.018758    0.11471978  0.02010976  0.14244202
 -0.09421055  0.01341696  0.05252191 -0.0957301  -0.03684564 -0.0054108
 -0.01475393 -0.29111412 -0.05406282 -0.09513487 -0.04829374  0.00264562
  0.13659601  0.03390809 -0.06285987  0.11576998 -0.04736673 -0.05253175
  0.12396257 -0.10009927 -0.06899404  0.1371345  -0.09263291 -0.07515044
  0.17716207  0.01021018 -0.00429749 -0.0128482   0.09161819 -0.04989367
 -0.04319821 -0.03906031  0.04291623 -0.05931558 -0.07901982  0.06348708
  0.08495923  0.02037425 -0.02316277 -0.08168406  0.07239123  0.15904246
  0.02066633 -0.11925443  0.1092216  -0.12399808 -0.0190836   0.16119145
 -0.04236625 -0.0928086   0.0039713  -0.02150941 -0.03868248  0.11838206
 -0.02521799 -0.04455348  0.169578   -0.02594876  0.01667147 -0.06929684
  0.02785811  0.00101685  0.15505208 -0.03440636 -0.08023817  0.13904904
 -0.08081102  0.04535107 -0.00384323 -0.14666098 -0.19344626  0.00940384
 -0.0741825  -0.09867373  0.16559772  0.03732283 -0.00860056  0.09764139
  0.02925548 -0.01703307  0.02757937  0.08039569 -0.05898779 -0.08034007
  0.04987272  0.05733547 -0.02195554 -0.08986285  0.04490761  0.00990477
 -0.1085233   0.07889412 -0.05377546  0.1312033  -0.01631154 -0.18425772
  0.03671242 -0.16619135 -0.06081887  0.03225701 -0.015018    0.01718175
  0.08160327  0.05808206]",75
"[ 0.08045519 -0.04082214 -0.07658714  0.12302832 -0.09547377 -0.01414926
 -0.0025191  -0.11725713  0.06863977  0.06475993  0.07958497  0.13185652
  0.05676349 -0.120375    0.21172723  0.02408455  0.07975106  0.09096882
 -0.12314534  0.01442458 -0.01849031  0.1103697   0.03174493  0.13284801
 -0.09380722  0.0055457   0.06420895 -0.09209702 -0.03966786  0.01549342
 -0.02120718 -0.30187282 -0.05237348 -0.10243251 -0.04973284 -0.00258901
  0.13380967  0.03834037 -0.06879161  0.11452792 -0.04969115 -0.07931262
  0.11426242 -0.0941552  -0.07728405  0.13538316 -0.09033213 -0.0723949
  0.17855944  0.02075387 -0.01375471  0.01639573  0.07730625 -0.05582682
 -0.04729811 -0.05111429  0.03291935 -0.05281333 -0.07832681  0.07277565
  0.08204496  0.02173651 -0.01812615 -0.07788574  0.05920643  0.16322649
  0.00769658 -0.12146443  0.10707556 -0.12608768 -0.00221852  0.15892822
 -0.04861608 -0.1061862  -0.01031027 -0.01621023 -0.03625483  0.10801957
 -0.03051206 -0.02800394  0.17881031 -0.02798779  0.02702197 -0.04724678
  0.01935769 -0.00997944  0.16096407 -0.03749299 -0.06914187  0.12699455
 -0.09047045  0.04205429  0.00174088 -0.13870665 -0.19610381 -0.00077204
 -0.07292694 -0.09812418  0.14873883  0.05122001 -0.00587711  0.08603647
  0.01839965 -0.0211779   0.03388779  0.07544398 -0.04317972 -0.07443555
  0.05130043  0.06553902 -0.0272571  -0.0853814   0.03798493  0.01073499
 -0.10533469  0.08675497 -0.05637933  0.12903117 -0.03274086 -0.20024617
  0.03425461 -0.15836304 -0.06408095  0.03948596 -0.01323151  0.02273329
  0.07994771  0.0585032 ]",68
"[ 0.07286321 -0.03126642 -0.0741283   0.12426946 -0.09665963 -0.00476381
 -0.00914495 -0.12672667  0.05691605  0.07423086  0.07259548  0.13774566
  0.05541821 -0.1222294   0.20723683  0.02407298  0.08860707  0.08400938
 -0.11743488  0.02229184 -0.02012269  0.1198293   0.02338633  0.13688898
 -0.09351117  0.02198938  0.060396   -0.09385246 -0.04082499 -0.0050366
 -0.00903502 -0.28569737 -0.06029018 -0.09869774 -0.04578755 -0.00298444
  0.14045161  0.03535685 -0.06525651  0.11718081 -0.04902203 -0.05400164
  0.12178288 -0.09189943 -0.07026359  0.13677542 -0.09272473 -0.08279005
  0.1836777   0.01495125 -0.00235449 -0.01194642  0.08400469 -0.05848235
 -0.04353881 -0.03358566  0.03500806 -0.06154073 -0.08114751  0.06827461
  0.07701591  0.01688884 -0.01699512 -0.07971027  0.07394978  0.15340777
  0.01428127 -0.12121882  0.1112536  -0.11927906 -0.01299559  0.16143695
 -0.04616337 -0.09435008  0.00272296 -0.02433717 -0.03069407  0.11335372
 -0.01498086 -0.0437599   0.17015211 -0.02535025  0.02150654 -0.07036077
  0.02492519  0.00346978  0.14915459 -0.02995465 -0.07766689  0.13950609
 -0.09044027  0.04255875 -0.00519012 -0.14832342 -0.19086938  0.00903463
 -0.08339507 -0.09650792  0.16225484  0.04714415 -0.00863715  0.10423285
  0.0364163  -0.00975576  0.0266866   0.07401129 -0.06756928 -0.08242129
  0.04727311  0.07098144 -0.02258664 -0.0905712   0.0325139   0.01694814
 -0.10230785  0.085681   -0.05094894  0.12867588 -0.02080876 -0.19137868
  0.03736063 -0.16091506 -0.05904939  0.02914154 -0.01714251  0.02593966
  0.08125121  0.05620225]",93
"[ 0.07409361 -0.03595251 -0.06549966  0.13841765 -0.10303874 -0.00934115
 -0.000427   -0.13380294  0.05861598  0.06535389  0.07243957  0.13638702
  0.05269637 -0.12860306  0.20606099  0.02320732  0.08007839  0.0962701
 -0.1178425   0.01929723 -0.02544972  0.1008565   0.02489261  0.13277794
 -0.08727451  0.00923499  0.07140514 -0.09687679 -0.03895389 -0.00627274
 -0.01301486 -0.30419677 -0.04223262 -0.1098604  -0.04938719 -0.00175047
  0.13971265  0.03227398 -0.07025833  0.11051305 -0.0441292  -0.06766128
  0.11166107 -0.09733588 -0.07498192  0.13946943 -0.09596583 -0.07929599
  0.1804967   0.0218356  -0.0034589   0.00760091  0.08927017 -0.05466779
 -0.04898571 -0.04894957  0.03717339 -0.06277946 -0.0571322   0.08314894
  0.07346754  0.02423697 -0.01921741 -0.07510296  0.06835625  0.17171949
  0.01822523 -0.11271492  0.1146405  -0.11165461 -0.00091668  0.15237087
 -0.03756577 -0.09337029 -0.00402693 -0.02092368 -0.05153846  0.11261221
 -0.02506569 -0.02584435  0.17050745 -0.02706748  0.01605754 -0.05698265
  0.01785707  0.01189122  0.1564663  -0.02999201 -0.06423629  0.13505898
 -0.08858724  0.02762968 -0.00645864 -0.15310177 -0.1736951  -0.00770386
 -0.06830481 -0.09781551  0.15737106  0.02872093 -0.0178847   0.08871483
  0.0272358  -0.01638358  0.02965249  0.0807769  -0.06276509 -0.08432988
  0.04221322  0.05868584 -0.04041536 -0.0857372   0.02882133  0.01125312
 -0.11811275  0.08459977 -0.06740692  0.12538023 -0.02593548 -0.19316773
  0.03305922 -0.16141282 -0.05952237  0.02028078 -0.00772972  0.02315415
  0.09422467  0.05243865]",82
"[ 0.08244187 -0.03906098 -0.07976234  0.1370364  -0.09249789 -0.00968217
 -0.00815141 -0.12739596  0.06133341  0.0699093   0.07782231  0.1360337
  0.04580303 -0.11809754  0.2095004   0.02113249  0.08925746  0.08531828
 -0.12401828  0.01170253 -0.01743914  0.1189644   0.02781466  0.13095064
 -0.09445988  0.01222949  0.06201148 -0.09792739 -0.03296969  0.0050599
 -0.02510819 -0.30368692 -0.05271825 -0.09844714 -0.04906915  0.00844649
  0.13906653  0.03239575 -0.06207325  0.11183322 -0.04741927 -0.06477977
  0.11951495 -0.09238858 -0.06985237  0.13322194 -0.08625162 -0.07208014
  0.17805915  0.01597737 -0.01341673 -0.00222513  0.08782615 -0.05464492
 -0.0439512  -0.04237955  0.03007563 -0.05506827 -0.07315309  0.07288892
  0.08421161  0.01500986 -0.02250127 -0.07770754  0.06724768  0.16575868
  0.02118688 -0.129268    0.1062552  -0.12280377 -0.01925154  0.1629333
 -0.05054761 -0.092398   -0.00030945 -0.01260458 -0.03863141  0.11011937
 -0.03220084 -0.04010148  0.16888037 -0.02516984  0.02618569 -0.06317911
  0.0274873  -0.00119895  0.15408283 -0.03455175 -0.07257945  0.13876307
 -0.08951649  0.04027214 -0.00216418 -0.15163334 -0.18824819  0.01088676
 -0.07481646 -0.09866107  0.15614755  0.04901643 -0.00817194  0.08789147
  0.01995354 -0.02070159  0.02915935  0.08483775 -0.05215487 -0.07826817
  0.04751977  0.06008025 -0.02455687 -0.09347322  0.04094803  0.00064509
 -0.09562677  0.08150136 -0.05011411  0.13238364 -0.02008812 -0.18851376
  0.03085495 -0.15507782 -0.0593641   0.03135253 -0.01211759  0.02669298
  0.07468586  0.05195084]",85
"[ 8.12442601e-02 -4.34786938e-02 -6.30181581e-02  1.27010494e-01
 -9.91719142e-02 -1.09372865e-02 -1.94740866e-03 -1.39161795e-01
  5.87333366e-02  6.03746735e-02  6.91918209e-02  1.35615170e-01
  5.39697446e-02 -1.22966968e-01  2.05017611e-01  2.64408402e-02
  8.07002261e-02  8.66629481e-02 -1.23673640e-01  3.47647443e-02
 -2.10393462e-02  1.19288422e-01  2.02802271e-02  1.35652557e-01
 -8.84037837e-02  1.78468432e-02  6.92707002e-02 -9.34197307e-02
 -3.29220295e-02 -3.38678760e-03 -2.63199490e-02 -2.94294357e-01
 -6.31550550e-02 -8.71893615e-02 -4.35514338e-02 -6.24264358e-03
  1.28839642e-01  3.46131213e-02 -7.10852370e-02  1.15651295e-01
 -4.33560349e-02 -5.45370877e-02  1.01619028e-01 -1.00074939e-01
 -7.30131418e-02  1.41915664e-01 -1.08678989e-01 -7.17476457e-02
  1.71023250e-01  1.81011204e-02  6.05440931e-03 -1.07556372e-03
  8.64442289e-02 -5.30623309e-02 -5.92098832e-02 -4.52941358e-02
  5.23192696e-02 -5.72275743e-02 -6.83278069e-02  7.09708631e-02
  8.16439539e-02  2.30174959e-02 -1.71766263e-02 -8.54411870e-02
  7.57822096e-02  1.63201183e-01 -3.87755083e-03 -1.12712108e-01
  1.16031930e-01 -1.28395319e-01 -1.03753498e-02  1.57673851e-01
 -4.28548902e-02 -1.02516115e-01  9.65055253e-04 -1.80531945e-02
 -4.43091057e-02  1.13556728e-01 -2.50159502e-02 -3.84743661e-02
  1.69951960e-01 -1.93665046e-02  1.88542418e-02 -6.88244924e-02
  1.97993424e-02  9.04102437e-03  1.66737318e-01 -3.17474529e-02
 -7.81429708e-02  1.41797706e-01 -7.46346936e-02  4.17834781e-02
  2.82049645e-04 -1.50148183e-01 -1.80126205e-01 -1.27489381e-02
 -5.79276755e-02 -1.04811251e-01  1.52062178e-01  2.84479167e-02
 -3.68738966e-03  9.55524072e-02  2.62095891e-02 -4.25600354e-03
  2.27538794e-02  8.22526067e-02 -8.50656852e-02 -7.96577632e-02
  5.11717908e-02  6.51768520e-02 -3.46331634e-02 -9.38288644e-02
  4.24450189e-02  9.54196043e-03 -1.28399685e-01  8.83680210e-02
 -5.80191202e-02  1.15807153e-01 -2.16840617e-02 -1.83367983e-01
  3.41194347e-02 -1.50375098e-01 -5.93239553e-02  2.59947497e-02
 -1.68859418e-02  1.36254309e-02  7.63891563e-02  6.68325648e-02]",73
"[ 7.98912197e-02 -4.71246801e-02 -6.37952387e-02  1.34311706e-01
 -1.06067255e-01 -4.16428084e-03 -8.34566168e-03 -1.20150864e-01
  7.59325922e-02  5.91447465e-02  6.91195428e-02  1.26351103e-01
  6.58989772e-02 -1.23677783e-01  2.04487160e-01  2.51258686e-02
  7.46856332e-02  8.65925252e-02 -1.31343454e-01  3.86976488e-02
 -2.36759931e-02  1.12857312e-01  2.63548400e-02  1.39387354e-01
 -8.35907385e-02  1.80408694e-02  7.63391852e-02 -9.34825465e-02
 -2.89348532e-02  8.17914028e-03 -1.52487494e-02 -3.05423677e-01
 -4.92625833e-02 -9.69227329e-02 -5.67433313e-02 -1.91224124e-02
  1.34315327e-01  4.08383608e-02 -7.10148737e-02  1.21288277e-01
 -4.34442349e-02 -7.33864903e-02  1.00155018e-01 -9.14738551e-02
 -7.35482275e-02  1.52131394e-01 -1.05200440e-01 -7.21611455e-02
  1.82651401e-01  3.86144444e-02  3.30460933e-03  8.22583959e-03
  8.96949396e-02 -5.07490635e-02 -5.16951121e-02 -4.97208461e-02
  3.52215581e-02 -5.11028953e-02 -5.88183440e-02  7.10648969e-02
  8.04328173e-02  3.04489322e-02 -9.74259246e-03 -6.76742792e-02
  6.14607520e-02  1.71118617e-01  3.73865175e-03 -9.97224376e-02
  1.14914902e-01 -1.20598830e-01  1.00341204e-04  1.60918564e-01
 -3.78297865e-02 -9.77111831e-02 -9.69757978e-03 -1.56951454e-02
 -4.63382751e-02  9.15579572e-02 -2.13257913e-02 -3.07224803e-02
  1.76394686e-01 -1.42714437e-02  1.89780537e-02 -6.27539381e-02
  2.50866776e-03  5.58878900e-03  1.64833501e-01 -2.26909090e-02
 -6.07835874e-02  1.32048503e-01 -8.51306766e-02  2.82989144e-02
 -1.20279600e-03 -1.47795618e-01 -1.77949145e-01 -1.44711481e-02
 -6.06701076e-02 -9.74816084e-02  1.44536242e-01  3.72547358e-02
 -1.01856105e-02  8.68485048e-02  2.41348110e-02 -1.87586844e-02
  2.12792866e-02  8.64937082e-02 -6.74649030e-02 -7.69306496e-02
  3.61845158e-02  7.98824206e-02 -3.40677202e-02 -1.00364529e-01
  3.21676023e-02  1.97535977e-02 -1.16878793e-01  9.07123908e-02
 -7.25954920e-02  1.24893449e-01 -3.36909369e-02 -1.94149926e-01
  2.93478556e-02 -1.49737045e-01 -6.13153316e-02  3.46119106e-02
 -1.21773053e-02  1.31233586e-02  8.19322094e-02  5.97878508e-02]",62
"[ 0.08151403 -0.03571176 -0.06885708  0.11603609 -0.11033973 -0.00541109
 -0.00827137 -0.12714718  0.06801101  0.06672987  0.07929301  0.12878543
  0.06077991 -0.11646874  0.20575541  0.02717149  0.07792427  0.10087098
 -0.12017526  0.01986104 -0.02889952  0.10856736  0.03628466  0.14303218
 -0.09261414  0.01616523  0.06394047 -0.08556681 -0.03513104  0.00622221
 -0.00872012 -0.2891898  -0.04776196 -0.09987883 -0.05170889 -0.01204741
  0.14342462  0.03971442 -0.06161875  0.12380955 -0.05405442 -0.07291915
  0.1175672  -0.09134936 -0.07332575  0.14205314 -0.0935636  -0.08824426
  0.18464257  0.03171407 -0.00362119  0.00562118  0.0786115  -0.05927385
 -0.04957248 -0.05330375  0.03978011 -0.05724597 -0.06534173  0.07392746
  0.08147237  0.02648755 -0.01705309 -0.07784121  0.07245024  0.16285945
  0.00132006 -0.10962918  0.11247152 -0.12118354  0.00238193  0.16536649
 -0.04389384 -0.09557531 -0.00662589 -0.01924698 -0.03129994  0.10674249
 -0.01606739 -0.01965748  0.17439489 -0.02085331  0.02280865 -0.05465899
  0.02286097  0.0025524   0.1663221  -0.02761871 -0.07739057  0.13549027
 -0.08286103  0.03486092  0.00480876 -0.1471322  -0.17721471 -0.0111195
 -0.07452426 -0.09583756  0.15746512  0.05708686 -0.00450878  0.08804665
  0.03154515 -0.01655046  0.02379     0.07564352 -0.06331859 -0.08234026
  0.0486467   0.06593724 -0.03123966 -0.09177974  0.03992659  0.01506138
 -0.10467065  0.09211452 -0.06158637  0.12039056 -0.01512299 -0.18734545
  0.03340819 -0.1648123  -0.05996998  0.02878172 -0.018202    0.01548486
  0.07847894  0.06263793]",66
"[ 8.10163617e-02 -3.92901562e-02 -8.02348107e-02  1.45352870e-01
 -9.59340259e-02 -3.27992556e-03 -9.27430391e-03 -1.19200595e-01
  7.66148195e-02  6.02292791e-02  7.15321228e-02  1.34513736e-01
  5.33251800e-02 -1.22655645e-01  2.08938226e-01  2.13778038e-02
  6.89494833e-02  9.11941752e-02 -1.29440054e-01  2.51054019e-02
 -2.14435272e-02  1.08234614e-01  3.03636491e-02  1.38297662e-01
 -7.90376440e-02  1.54922530e-02  6.66122586e-02 -8.45945776e-02
 -2.73230411e-02  8.52462556e-03 -1.81285869e-02 -3.09422314e-01
 -4.81718443e-02 -9.85220522e-02 -6.03399090e-02 -4.86374972e-03
  1.34172186e-01  3.64205353e-02 -6.42096922e-02  1.14438780e-01
 -4.80083898e-02 -7.53671974e-02  1.07011095e-01 -9.75330770e-02
 -8.18093494e-02  1.39095694e-01 -9.25995484e-02 -6.73992708e-02
  1.74063563e-01  2.34010220e-02 -1.72113534e-02  2.80126173e-04
  9.26654041e-02 -5.46761341e-02 -5.14156744e-02 -4.35577817e-02
  2.59293187e-02 -5.03631085e-02 -6.79236725e-02  6.68145269e-02
  7.87892118e-02  2.23861802e-02 -1.90932080e-02 -7.49014243e-02
  5.22240698e-02  1.75949931e-01  2.38465536e-02 -1.07506104e-01
  1.04699038e-01 -1.24922678e-01  9.98791424e-04  1.59225985e-01
 -3.59801389e-02 -9.72426981e-02 -8.60517751e-03 -1.85478013e-02
 -4.62110080e-02  1.00598246e-01 -3.10533028e-02 -2.70146914e-02
  1.79279625e-01 -1.23675605e-02  1.84563324e-02 -5.36289066e-02
  9.15521663e-03 -1.21368738e-02  1.69593558e-01 -2.91713048e-02
 -5.80613092e-02  1.25347778e-01 -9.54914764e-02  2.90620029e-02
  3.88344820e-03 -1.38894022e-01 -1.89856246e-01 -3.63123976e-03
 -7.05609620e-02 -9.27120224e-02  1.58079177e-01  5.43151647e-02
 -6.67935004e-03  8.02007392e-02  1.53404633e-02 -2.13794280e-02
  2.41089407e-02  7.82300234e-02 -4.88868579e-02 -7.05603510e-02
  5.25150225e-02  7.32320696e-02 -3.38675715e-02 -9.68514383e-02
  3.43209542e-02  1.01737306e-02 -9.99518409e-02  8.18402916e-02
 -7.70938918e-02  1.36004269e-01 -4.42622975e-02 -1.98707253e-01
  2.97861509e-02 -1.44218221e-01 -6.41204491e-02  4.18839604e-02
 -5.10177063e-03  2.26933733e-02  8.55743587e-02  5.09650968e-02]",85
"[ 0.0798582  -0.03893274 -0.08544736  0.13000868 -0.09726618 -0.01101057
 -0.0090892  -0.1104634   0.08552039  0.06903179  0.07958329  0.13482353
  0.05837391 -0.12883626  0.19840775  0.018517    0.07460958  0.0890383
 -0.13629207  0.01804467 -0.01106823  0.1104993   0.04301253  0.1249468
 -0.08592606  0.00897622  0.06976032 -0.08608451 -0.03846687  0.01538317
 -0.02503305 -0.3030598  -0.05128234 -0.10723593 -0.05047325 -0.01309658
  0.13887584  0.03347819 -0.066144    0.11516978 -0.05340952 -0.08540127
  0.10252091 -0.09300745 -0.07336737  0.12833695 -0.09328851 -0.07287536
  0.17667277  0.02383818 -0.01022378  0.01653959  0.08529425 -0.06113552
 -0.05878866 -0.05028999  0.02758464 -0.04921382 -0.07032461  0.08113232
  0.07981022  0.02771249 -0.01842878 -0.07122597  0.06368972  0.16850287
  0.01485453 -0.11977445  0.10659721 -0.11941197  0.00505892  0.1612493
 -0.04974173 -0.10347547 -0.01296107 -0.01072028 -0.04856158  0.10320333
 -0.02805613 -0.02792444  0.18160763 -0.02432254  0.02566878 -0.05060666
  0.01699633 -0.01206267  0.16458724 -0.03595758 -0.05960637  0.11998837
 -0.09263209  0.04076846  0.00414885 -0.13877802 -0.18529579 -0.01412213
 -0.07793774 -0.09360244  0.15255675  0.05344256 -0.00628461  0.08265102
  0.01918555 -0.02750302  0.03246205  0.07724325 -0.04639074 -0.07760245
  0.04892087  0.06953282 -0.03021101 -0.09853528  0.0230643   0.00417736
 -0.09917364  0.09003479 -0.06584779  0.13117321 -0.03369741 -0.20372313
  0.03417957 -0.1448704  -0.06692789  0.03373342 -0.01473346  0.0239121
  0.07551746  0.06217244]",85
"[ 8.61325413e-02 -2.97802445e-02 -6.50716051e-02  1.22307636e-01
 -9.87483785e-02 -8.68964847e-03  3.99435451e-03 -1.31233722e-01
  5.65596372e-02  4.72658947e-02  6.34938478e-02  1.31196469e-01
  5.16529717e-02 -1.27997935e-01  2.16114894e-01  2.22976785e-02
  7.79119283e-02  9.38145742e-02 -1.18740857e-01  3.94685231e-02
 -2.17245929e-02  1.15179881e-01  3.11346538e-02  1.45312682e-01
 -9.52400342e-02  2.26454083e-02  3.93750109e-02 -9.81693044e-02
 -1.58386715e-02 -2.69276630e-02 -3.67170363e-03 -2.85249978e-01
 -5.41090816e-02 -7.54463822e-02 -4.58248183e-02  2.19749357e-03
  1.33063450e-01  4.17368934e-02 -5.51614985e-02  1.19571537e-01
 -5.97294681e-02 -3.67445350e-02  1.10280819e-01 -1.06424086e-01
 -5.41507453e-02  1.39833748e-01 -1.04822353e-01 -8.29844773e-02
  1.72748476e-01  1.02551784e-02  1.13194965e-05 -2.77005062e-02
  1.03245534e-01 -3.09722498e-02 -5.30793965e-02 -4.70818356e-02
  3.65210660e-02 -6.90533742e-02 -6.60029948e-02  6.84716851e-02
  9.40209776e-02  2.66630612e-02 -2.35687941e-02 -7.78372362e-02
  7.28790909e-02  1.57131508e-01  1.26018971e-02 -9.64151025e-02
  1.07872568e-01 -1.26741067e-01 -1.81762855e-02  1.54071197e-01
 -3.01669147e-02 -9.25560519e-02  9.39558726e-03 -3.25070098e-02
 -3.63021903e-02  1.13572389e-01 -1.09155225e-02 -6.13453835e-02
  1.60612583e-01 -1.21963145e-02  2.34845188e-03 -7.76761398e-02
  2.91596670e-02  2.85462639e-03  1.89665437e-01 -3.66688184e-02
 -7.07175955e-02  1.45087004e-01 -7.17399418e-02  3.28172669e-02
 -8.10744800e-03 -1.41200453e-01 -1.91768825e-01  5.25402464e-03
 -7.18640089e-02 -9.44950283e-02  1.73254713e-01  3.07287518e-02
 -5.86100016e-03  9.37784985e-02  3.64216901e-02 -1.49935270e-02
  2.60110591e-02  6.78666979e-02 -5.97099327e-02 -7.28332102e-02
  4.40721549e-02  5.34364842e-02 -2.41159983e-02 -1.03612721e-01
  3.91452871e-02  3.21807130e-03 -1.12669311e-01  7.77085647e-02
 -5.07750772e-02  1.43146843e-01 -2.36579720e-02 -1.87688768e-01
  3.81520987e-02 -1.58166170e-01 -7.37387687e-02  3.51752006e-02
 -1.75185334e-02 -6.28817535e-04  8.03792328e-02  6.42719418e-02]",68
"[ 0.07840233 -0.04001796 -0.05784115  0.12013793 -0.09428398 -0.00479205
 -0.01075653 -0.12720402  0.0552172   0.064602    0.07241812  0.13485724
  0.05802846 -0.10697852  0.20848343  0.0387448   0.08859038  0.0870714
 -0.11287957  0.01049121 -0.02119112  0.11349207  0.01440438  0.14076537
 -0.09460249  0.01157793  0.06921842 -0.10508226 -0.0450477   0.00791942
 -0.02013002 -0.29438153 -0.04600297 -0.0990747  -0.04573811  0.00461819
  0.13905023  0.0334449  -0.0775054   0.1177828  -0.04160081 -0.0610274
  0.127596   -0.08841708 -0.08005302  0.1458127  -0.09033206 -0.07303385
  0.18336011  0.02432014 -0.00204578 -0.00404405  0.08117267 -0.05074735
 -0.04065064 -0.05022068  0.04041994 -0.06024894 -0.08165061  0.06883723
  0.08487458  0.02630629 -0.01253612 -0.08059617  0.06846681  0.16256814
  0.00943736 -0.11417508  0.11238987 -0.12323306 -0.01366729  0.16292591
 -0.05065631 -0.0901139   0.00179116 -0.01789525 -0.03796536  0.10730354
 -0.02448997 -0.03833632  0.17673065 -0.02290941  0.01795084 -0.06555121
  0.02272492  0.01062378  0.15005139 -0.02369512 -0.08340825  0.1344703
 -0.08325063  0.04387351 -0.01303333 -0.1489447  -0.19317134  0.00993804
 -0.06837544 -0.10533333  0.15627122  0.03809384 -0.00807925  0.09550739
  0.02856713 -0.00513122  0.03271682  0.07628758 -0.06339467 -0.07905816
  0.04230743  0.06509472 -0.02122161 -0.09103477  0.05352362  0.01396738
 -0.11420687  0.08003835 -0.05420251  0.12463712 -0.0214456  -0.17726736
  0.03120227 -0.16872896 -0.05250538  0.03672976 -0.01284764  0.01849155
  0.08320064  0.0568095 ]",75
"[ 7.74296373e-02 -3.75504717e-02 -7.09754303e-02  1.37729183e-01
 -9.77582857e-02 -6.59440784e-03 -1.56446397e-02 -1.17070735e-01
  7.71763474e-02  6.40934259e-02  7.78669193e-02  1.32543057e-01
  5.41290790e-02 -1.28237665e-01  2.04232708e-01  2.13830248e-02
  7.22351819e-02  8.91041383e-02 -1.31038710e-01  3.29990275e-02
 -2.21535359e-02  1.00496240e-01  3.19903381e-02  1.24166094e-01
 -8.18544701e-02  1.40929380e-02  8.03414807e-02 -9.16256383e-02
 -3.80659923e-02  1.09456936e-02 -9.72335041e-03 -3.05683553e-01
 -4.61311601e-02 -1.09519586e-01 -5.53218015e-02 -1.25427693e-02
  1.43590495e-01  3.20700780e-02 -7.27628395e-02  1.22343577e-01
 -4.41592745e-02 -8.36600065e-02  1.01870447e-01 -8.87043551e-02
 -8.76419842e-02  1.44095063e-01 -9.54022184e-02 -7.91378245e-02
  1.80754319e-01  3.10682859e-02 -7.21393386e-03  6.03884459e-03
  8.24857131e-02 -5.75774238e-02 -5.04411682e-02 -4.39865328e-02
  2.58748196e-02 -4.44472544e-02 -6.83210418e-02  7.56436363e-02
  7.14890659e-02  3.53163406e-02 -1.25709383e-04 -6.60566911e-02
  6.50415495e-02  1.69248238e-01  1.39843440e-02 -1.09085336e-01
  1.11113913e-01 -1.09426148e-01  5.74036967e-03  1.61036849e-01
 -4.57041562e-02 -8.64681676e-02 -1.76181011e-02 -1.48691153e-02
 -4.65181544e-02  9.53740031e-02 -2.33736113e-02 -1.54993422e-02
  1.81627274e-01 -1.78766362e-02  1.94194168e-02 -5.95410764e-02
  9.93234385e-03 -1.11690292e-03  1.62578255e-01 -1.96414106e-02
 -6.26112297e-02  1.18984997e-01 -9.77301374e-02  2.04583164e-02
  3.71377496e-03 -1.43969789e-01 -1.82265669e-01 -2.60109012e-03
 -6.94693327e-02 -1.00400053e-01  1.52453259e-01  4.24393155e-02
 -9.31126811e-03  8.46713334e-02  1.85499955e-02 -1.15646794e-02
  2.77637076e-02  7.84618109e-02 -6.14732429e-02 -7.71547332e-02
  3.38350832e-02  8.39324817e-02 -3.74425165e-02 -9.50098857e-02
  2.36955285e-02  1.25226267e-02 -1.07098535e-01  9.54064876e-02
 -7.66564533e-02  1.30690008e-01 -3.51334624e-02 -2.00776294e-01
  2.56073717e-02 -1.47931412e-01 -6.73651174e-02  3.70864347e-02
 -7.82467611e-03  2.58555245e-02  8.86061713e-02  5.30280210e-02]",70
